author,title,description,content,date
"Kristin Rushowy - Queen's Park Bureau,Laurie Monsebraaten - Social Justice Reporter",Autism panel recommends rewrite of Ontario’s controversial program,"If the panel’s recommendations are implemented, it’s predicted Ontario would have the most robust autism treatment program in Canada.","The Ford government should rewrite Ontario’s ill-conceived autism program so that children get the services they need in a timely manner regardless of age, according to a report to be released this week from the province’s expert panel.
Families should recei… [+6902 chars]",2019-10-29T22:56:25Z
Michael Ungar Ph.D.,Why Do Immigrants Out-perform Native-born Americans?,"The real economic engines of our economy are not native-born populations, but the children of immigrants with the grit and resources to succeed.","Despite all the hatred directed at immigrants and refugees coming to the United States and other western nations, the real free-loaders (as far-right nationalists call them) on the social safety net are more likely to be the children of native-born population… [+5097 chars]",2019-10-30T12:09:20Z
Michael Ungar Ph.D.,Why Do Immigrants Outperform Native-born Americans?,"The real economic engines of our economy are not native-born populations, but the children of immigrants with the grit and resources to succeed.","Despite the hatred directed at immigrants and refugees coming to the United States and other western nations, the real free-loaders (as far-right nationalists call them) on the social safety net are more likely to be the children of native-born populations. C… [+5041 chars]",2019-10-30T12:09:20Z
"Anupam B. Jena, Rebecca Kee, James R. Baumgardner, Qiufei Ma, Jie Zhang",Making Life-Saving Medical Treatments More Affordable,A look at the challenges and some innovative solutions.,"Recent years have brought significant innovation in potentially curative therapies for several diseases. To expedite patient access to these therapies, the U.S. Food and Drug Administration (FDA) has undertaken progressive efforts to accelerate drug approval.… [+13815 chars]",2019-10-25T15:00:00Z
ELANA SCHOR,Tragedies deepen Jewish-Muslim bonds to fight hate crimes,"Muslim groups helped raise hundreds of thousands of dollars to help Pittsburgh's Tree of Life synagogue recover after a gunman killed 11 people there, one year ago this week. The Jewish congregation mounted its own fundraiser for New Zealand's Muslims after a…","NEW YORK (AP) Muslim groups helped raise hundreds of thousands of dollars to help Pittsburgh's Tree of Life synagogue recover after a gunman killed 11 people there, one year ago this week. The Jewish congregation mounted its own fundraiser for New Zealand's M… [+6493 chars]",2019-10-23T18:05:08Z
Paul Bois,CDC: Three STDs At An All-Time High In U.S. - The Daily Wire,"CDC: Three STDs At An All-Time High In U.S. The Daily Wire Three STDs reach all-time highs in the US, new CDC report says CNN 3 sexually transmitted diseases hits new highs again in US KFOX El Paso These STDs Are The Most Common Infectious Diseases Reported T…","In a report published on Tuesday, the US Centers for Disease Control and Prevention listed cases of  gonorrhea, chlamydia and syphilis at an all-time high across the United States.
For the fifth consecutive year, combined cases of gonorrhea, chlamydia and sy… [+3391 chars]",2019-10-09T12:38:00Z
Maikel Jefriando and Agustinus Beo Da Costa,"Indonesian president taps opposition rival, tech CEO for reform cabinet - Reuters Canada","Indonesian President Joko Widodo asked opposition leader Prabowo Subianto on Monday to join his new cabinet for a second term, while the co-founder of tech start-up Gojek and a former chairman of Inter Milan soccer club were also tapped for posts.","JAKARTA (Reuters) - Indonesian President Joko Widodo asked opposition leader Prabowo Subianto on Monday to join his new cabinet for a second term, while the co-founder of tech start-up Gojek and a former chairman of Inter Milan soccer club were also tapped fo… [+4238 chars]",2019-10-21T12:00:00Z
,Cannabis Training University Launches ‘Online Cannabis Education’ Curriculum to Support Colleges and Universities Across the Country,"DENVER--(BUSINESS WIRE)--Cannabis Training University is launching Online Cannabis Education, an option for bringing cannabis education to any two- or four-year institution.","DENVER--(BUSINESS WIRE)--Cannabis Training University (CTU), the nations largest and most comprehensive online resource for cannabis education, is launching Online Cannabis Education (OCE), which provides pre-structured, ready-to-teach curriculum to colleges … [+3379 chars]",2019-10-10T14:54:59Z
Brittany A. Roston,Lyft rolls out free rides to help job seekers get their first paycheck,"Ridesharing company Lyft has introduced a new program in partnership with the Goodwill, USO, and the United Way to help people get to their job interviews. Called the Jobs Access Program, the new perk will give free and discounted rides to people who are goin…","Ridesharing company Lyft has introduced a new program in partnership with the Goodwill, USO, and the United Way to help people get to their job interviews. Called the Jobs Access Program, the new perk will give free and discounted rides to people who are goin… [+1422 chars]",2019-10-17T20:31:22Z
Safety In Value,Magellan Aerospace Is 30% Undervalued In An Industry With Tailwinds,"Strong contract growth underpins business. New facilities in Canada and India should improve margins going forward. Boeing 737MAX will ramp up again, and they h","Magellan Aerospace Corporation [TSX:MAL](OTCPK:MALJF) is a Canadian based producer of a variety of aerospace related items. The company is relatively small for the industry it competes in, with under a billion dollar market capitalization. They are diversifie… [+23506 chars]",2019-10-17T20:38:08Z
Lauren O'Neil,Toronto is one of the least happy cities in Canada,"The City of Toronto is crushing it right now, in many respects: Our population is booming, our economy is growing, and unemployment is at the lowest rate we've seen in nearly 30 years. On top of that, Torontonians are generally in better physical health than …","The City of Toronto is crushing it right now, in many respects: Our population is booming, our economy is growing, and unemployment is at the lowest rate we've seen in nearly 30 years.
On top of that, Torontonians are generally in better physical health than… [+3182 chars]",2019-10-08T17:21:16Z
,The Future of Education,"The future of education needs a massive rethink, not a tinkering round the edges, to make education robust and relevant for the world learners will face in 2050. We need to redesign education systems to address persistent inequalities, social fragmentation an…","eLearning Africa, Abidjan, Cote d'Ivoire, .
The future of education needs a massive rethink, not a tinkering round the edges, to make education robust and relevant for the world learners will face in 2050. We need to redesign education systems to address per… [+497 chars]",2019-10-24T20:43:00Z
Katie Toth,"Teenagers save the day, staff polling station in small N.W.T. community","A northern community’s potential election-staffing crisis was averted, thanks in part to a group of teens.","A northern community's potential election-staffing crisis was averted, thanks in part to a group of teens. 
On Friday, Elections Canada was still trying to find people to work the voting station in Colville Lake, N.W.T. The community has a population of 129.… [+2621 chars]",2019-10-22T11:00:00Z
